450	6	17	0
451	6	18	0
452	6	19	0
453	6	20	0
454	6	21	0
455	6	22	0
456	6	23	0
457	6	24	0
458	6	25	0
459	6	26	0
460	6	27	0
461	6	28	0
462	6	29	0
463	6	30	0
464	6	31	0
465	6	32	0
466	6	33	0
467	6	34	0
468	6	35	0
469	6	36	0
470	6	37	0
471	6	38	0
472	6	39	0
473	6	40	0
474	6	41	0
475	6	42	0
476	6	43	0
477	6	44	0
478	6	45	0
479	6	46	0
480	6	47	0
481	6	0	1
482	6	1	1
483	6	2	1
484	6	3	1
485	6	4	1
486	6	5	1
487	6	6	1
488	6	7	1
489	6	8	1
490	6	9	1
491	6	10	1
492	6	11	1
493	6	12	1
494	6	13	1
495	6	14	1
496	6	15	1
497	6	16	1
498	6	17	1
499	6	18	1
500	6	19	1
501	6	20	1
502	6	21	1
503	6	22	1
504	6	23	1
505	6	24	1
506	6	25	1
507	6	26	1
508	6	27	1
509	6	28	1
510	6	29	1
511	6	30	1
512	6	31	1
513	6	32	1
514	6	33	1
515	6	34	1
516	6	35	1
517	6	36	1
518	6	37	1
519	6	38	1
520	6	39	1
521	6	40	1
522	6	41	1
523	6	42	1
524	6	43	1
525	6	44	1
526	6	45	1
527	6	46	1
528	6	47	1
529	7	0	0
530	7	1	0
531	7	2	0
532	7	3	0
533	7	4	0
534	7	5	0
535	7	6	0
536	7	7	0
537	7	8	0
538	7	9	0
539	7	10	0
540	7	11	0
541	7	12	0
542	7	13	0
543	7	14	0
544	7	15	0
545	7	16	0
546	7	17	0
547	7	18	0
548	7	19	0
549	7	20	0
550	7	21	0
551	7	22	0
552	7	23	0
553	7	24	0
554	7	25	0
555	7	26	0
556	7	27	0
557	7	28	0
558	7	29	0
559	7	30	0
560	7	31	0
561	7	32	0
562	7	33	0
563	7	34	0
564	7	35	0
565	7	36	0
566	7	37	0
567	7	38	0
568	7	39	0
569	7	40	0
570	7	41	0
571	7	42	0
572	7	43	0
573	7	44	0
574	7	45	0
575	7	46	0
576	7	47	0
577	7	0	1
578	7	1	1
579	7	2	1
580	7	3	1
581	7	4	1
582	7	5	1
583	7	6	1
584	7	7	1
585	7	8	1
586	7	9	1
587	7	10	1
588	7	11	1
589	7	12	1
590	7	13	1
591	7	14	1
592	7	15	1
593	7	16	1
594	7	17	1
595	7	18	1
596	7	19	1
597	7	20	1
598	7	21	1
599	7	22	1
600	7	23	1
601	7	24	1
602	7	25	1
603	7	26	1
604	7	27	1
605	7	28	1
606	7	29	1
607	7	30	1
608	7	31	1
609	7	32	1
610	7	33	1
611	7	34	1
612	7	35	1
613	7	36	1
614	7	37	1
615	7	38	1
616	7	39	1
617	7	40	1
618	7	41	1
619	7	42	1
620	7	43	1
621	7	44	1
622	7	45	1
623	7	46	1
624	7	47	1
625	8	0	0
626	8	1	0
627	8	2	0
628	8	3	0
629	8	4	0
630	8	5	0
631	8	6	0
632	8	7	0
633	8	8	0
634	8	9	0
635	8	10	0
636	8	11	0
637	8	12	0
638	8	13	0
639	8	14	0
640	8	15	0
641	8	16	0
642	8	17	0
643	8	18	0
644	8	19	0
645	8	20	0
646	8	21	0
647	8	22	0
648	8	23	0
649	8	24	0
650	8	25	0
651	8	26	0
652	8	27	0
653	8	28	0
654	8	29	0
655	8	30	0
656	8	31	0
657	8	32	0
658	8	33	0
659	8	34	0
660	8	35	0
661	8	36	0
662	8	37	0
663	8	38	0
664	8	39	0
665	8	40	0
666	8	41	0
667	8	42	0
668	8	43	0
669	8	44	0
670	8	45	0
671	8	46	0
672	8	47	0
673	8	0	1
674	8	1	1
675	8	2	1
676	8	3	1
677	8	4	1
678	8	5	1
679	8	6	1
680	8	7	1
681	8	8	1
682	8	9	1
683	8	10	1
684	8	11	1
685	8	12	1
686	8	13	1
687	8	14	1
688	8	15	1
689	8	16	1
690	8	17	1
691	8	18	1
692	8	19	1
693	8	20	1
694	8	21	1
695	8	22	1
696	8	23	1
697	8	24	1
698	8	25	1
699	8	26	1
700	8	27	1
701	8	28	1
702	8	29	1
703	8	30	1
704	8	31	1
705	8	32	1
706	8	33	1
707	8	34	1
708	8	35	1
709	8	36	1
710	8	37	1
711	8	38	1
712	8	39	1
713	8	40	1
714	8	41	1
715	8	42	1
716	8	43	1
717	8	44	1
718	8	45	1
719	8	46	1
720	8	47	1
721	9	0	0
722	9	1	0
723	9	2	0
724	9	3	0
725	9	4	0
726	9	5	0
727	9	6	0
728	9	7	0
729	9	8	0
730	9	9	0
731	9	10	0
732	9	11	0
733	9	12	0
734	9	13	0
735	9	14	0
736	9	15	0
737	9	16	0
738	9	17	0
739	9	18	0
740	9	19	0
741	9	20	0
742	9	21	0
743	9	22	0
744	9	23	0
745	9	0	1
746	9	1	1
747	9	2	1
748	9	3	1
749	9	4	1
750	9	5	1
751	9	6	1
752	9	7	1
753	9	8	1
754	9	9	1
755	9	10	1
756	9	11	1
757	9	12	1
758	9	13	1
759	9	14	1
760	9	15	1
761	9	16	1
762	9	17	1
763	9	18	1
764	9	19	1
765	9	20	1
766	9	21	1
767	9	22	1
768	9	23	1
